review_title,ratings,review_comment,size,asin
Good,5.0,Dress is nice. Design is amazing. Used the dress during pregnancy and now using for nursing too. Colour runs alot but design isn't affected yet.,M,B08KGMF8ZK
Great maternity and feeding dress,4.0,"Perfect fit and great dress. Only drawback is that the color runs deeply when washed, but doesn't affect the dress or design.",L,B08KGMF8ZK
Average,3.0,Kurti is good bt color bleed too much and important thing is length of kurti. In picture we see floor length bt received calf length so i m upset. In Description kurti length is calf.,M,B08KGMF8ZK
Very good,5.0,Really nice one no complaints,XL,B08KGMF8ZK
Good,5.0,Loved it same like the display,M,B08KGMF8ZK
Pretty but with weak zipper,1.0,"The very cheap looking zipper gave way in the very first instance of its use. Obviously, unacceptably low quality of zipper has been used to maximise the profits of the seller.",L,B08KGMF8ZK
Meet the standard as per expectation,4.0,Nice product and quality,M,B08KGMF8ZK
Comfort at peak,5.0,So comfortable and soft...pretty,M,B08KGMF8ZK
Good but defects,2.0,Product is good but some defects in materials..,L,B08KGMF8ZK
Nice Product,5.0,"Nice Product. Exact fit, good quality and nice looks.",L,B08KGMF8ZK
Awesome!,5.0,"Right fitting, good quality, loved it!",2XL,B08KGMF8ZK
Awesome 👍,5.0,Awesome product...go for it❤️👍,L,B08KGMF8ZK
Qulity good,5.0,Good qulity,XL,B08KGMF8ZK
Cloth was not good,1.0,Not good product and not good cloth,2XL,B08KGMF8ZK
Good quality fabric and style,5.0,Dress is of god quality .. fit and flat is amazing. Very comfortable. Print doesn’t go after washing .. just gentle wash on machine .. no colour bleed.. full value for money.. please note it’s not ankle length,XL,B08KGMF8ZK
Gud for feeding,4.0,Kurta is gud. But neck k design k vajah se uncomfortable hota he . Cloth quality is gud,no size,B0C57DJQVK
"Better product, correct fit and design",4.0,Better design,no size,B0C57DJQVK
Highly recommended,5.0,It's one of the best dress for feeding mothers,S,B0C57DJQVK
Nice,5.0,"soft material used, very nice",L,B0BV22JL7Y
Comfortable,4.0,Good product,3XL,B0BJD75X1J
Style is not good,3.0,Do not like the produdt,L,B0BJD75X1J
Nice and comfy fabric,4.0,Fabric is soft but i think it's little thin so after repeated washes the thickness might be compomised.  Design and look is exactly same as the pic. Zippers are well sticheced and concealed. I brought a size bigger as I plan to use it in my last trimester as well,XL,B0BJD75X1J
Cloth quality not good,2.0,The material is of low quality and it’s v long looks more like a nighty rather than a maxi dress. Waste of money. Too costly for such material,L,B0BJD75X1J
Excellent,5.0,"Excellent product. Breathable fabric, loved it.",2XL,B0BJD75X1J
Amazing dress by seller and superfast delivery,4.0,Fits perfect quality of fabric is also gud thanks to seller and Amazon,M,B0BJD75X1J
Comfort,5.0,Best for feeding for ladies,2XL,B0BJD75X1J
Bad,2.0,Very thin material...not recommended,M,B0BJD75X1J
Quality not good,2.0,Cloth are cheapest quality,S,B0BJD75X1J
Perfect for after delivery use,5.0,Perfect for after delivery use .. material is good in touch and appearance.just a bit translucent but I liked it as can be worn with pyjamas,2XL,B0BJD75X1J
Happy purchase. Nice product,5.0,"Nice fabric, comfort fit. Simple dress. Quality product.",XL,B0BJD75X1J
Colour,1.0,1 wash failed colour,L,B0BJD75X1J
Quality,1.0,Very poor qualityDoesn't worth money,XL,B0BJD75X1J
Not worth,1.0,Very very transparent.. thin cloth 👎🏻,XL,B0BJD75X1J
Transparent,3.0,"Design is good, but they could have put a thin liner in the skirt part as the material is too transparent",3XL,B0BJD75X1J
Comfortable,4.0,Good product,3XL,B0BJD8QRCN
Style is not good,3.0,Do not like the produdt,L,B0BJD8QRCN
Nice and comfy fabric,4.0,Fabric is soft but i think it's little thin so after repeated washes the thickness might be compomised.  Design and look is exactly same as the pic. Zippers are well sticheced and concealed. I brought a size bigger as I plan to use it in my last trimester as well,XL,B0BJD8QRCN
Cloth quality not good,2.0,The material is of low quality and it’s v long looks more like a nighty rather than a maxi dress. Waste of money. Too costly for such material,L,B0BJD8QRCN
Excellent,5.0,"Excellent product. Breathable fabric, loved it.",2XL,B0BJD8QRCN
Amazing dress by seller and superfast delivery,4.0,Fits perfect quality of fabric is also gud thanks to seller and Amazon,M,B0BJD8QRCN
Comfort,5.0,Best for feeding for ladies,2XL,B0BJD8QRCN
Bad,2.0,Very thin material...not recommended,M,B0BJD8QRCN
Quality not good,2.0,Cloth are cheapest quality,S,B0BJD8QRCN
Perfect for after delivery use,5.0,Perfect for after delivery use .. material is good in touch and appearance.just a bit translucent but I liked it as can be worn with pyjamas,2XL,B0BJD8QRCN
Happy purchase. Nice product,5.0,"Nice fabric, comfort fit. Simple dress. Quality product.",XL,B0BJD8QRCN
Colour,1.0,1 wash failed colour,L,B0BJD8QRCN
Quality,1.0,Very poor qualityDoesn't worth money,XL,B0BJD8QRCN
Not worth,1.0,Very very transparent.. thin cloth 👎🏻,XL,B0BJD8QRCN
Transparent,3.0,"Design is good, but they could have put a thin liner in the skirt part as the material is too transparent",3XL,B0BJD8QRCN
Beautiful and Comfortable,5.0,Dress is as shown in pic. Fit is nice and fabric is soft and comfortable.,no size,B0933DC2NV
Loved it,5.0,"Super comfy, stylish and perfect for feeding women",no size,B0933DC2NV
Comfortable dress,4.0,Nice soft stretchable fabric.Good quality zip.Comfortable wear during pregnancy and post delivery.Go for it … xo xo xo,no size,B0933DC2NV
Good,5.0,Material is also good,S,B0BPCLPBLZ
Dress doesn’t fit on me,4.0,"Fabric is really good and value for money but the thing is, it is not looking good on me, so returned it",2XL,B0BS6641GL
Awesome at dis much price. Material is pure cotton,4.0,Same as shown in pic.,M,B0BS6641GL
Decent buy,3.0,Stitches are loose. They come off easily. Cloth is good,XL,B0BS6641GL
Good,4.0,Happy with the product ! Fits true to size . Comfortable cotton material . Same as shown in image,XL,B0BS6641GL
Happy,4.0,Good soft material,XL,B0BS6641GL
Nice dress,4.0,I like the colour and print. Material quality is also okey.,XL,B0BS6641GL
Not bad,4.0,Material poor quality,M,B0BS6641GL
Good to go,3.0,"Material is not that soft, it seems like khadi material. But lookwise it is good,  exactly as shown in image, also can feed baby easily",M,B0BS6641GL
Paisa wasool 🤩,4.0,Fabric n quality is very fine...Just single stitching is given n one belt knot Is open ..Other wise it's good product,M,B0BS6641GL
Decent dress,4.0,I was looking for affordable maternity wear and came across this dress. Ordered one size big than usual considering i am in my second trimester. The dress is good for casual wear. Material seems fine on first wear; haven’t washed yet. Can be used for everyday wear. One might want to wear a slip underneath since the zip near the breasts stings at times.,L,B0BS6641GL
कपड़ा अच्छा है पर प्रिंटिंग पैटर्न और कलर जैसा दिख रहा है वैसा नही है।,3.0,कपड़ा कॉटन का है अच्छा है पर पैटर्न और कलर बिल्कुल भी अच्छा नही है।फिर ले लिया है।,2XL,B0BS6641GL
ok good,4.0,good quality and easy feed baby. fit as expected.,XL,B0BS6641GL
Good,4.0,Cotton. Nice to wear. Zip quality is a bit low. And dress needs to be restitched on hem lines.,XL,B0BS6641GL
Really nice at this price.,5.0,U must go for this dress,L,B0BS6641GL
Good product,5.0,This is an amazing feeding dress as it is very comfortable and looks very good and vibrant at a very reasonable price,XL,B0BS6641GL
Excellent 👌,5.0,Excellent product 👍,M,B0BS6641GL
Worth it!,5.0,"Very light and comfortable wear for to-be and new mom's, especially in summer. Looks classy and decent. Definitely liked it",M,B0BS6641GL
Good,5.0,Very comfortable,L,B0BS6641GL
Go for it!,5.0,It is really good 😊 and reasonable 😊,XL,B0BS6641GL
Beautiful,5.0,Fabric is so good thick,M,B0BS6641GL
Good,5.0,Good quality.,M,B0BS6641GL
Good,1.0,"Belt was missing, but the dress is good",2XL,B0BS6641GL
Belt missing,1.0,Product is good but belt is missing,2XL,B0BS6641GL
Pure cotton Comfortable dress,5.0,"Received as show in the picture, the material is Pure cotton thank you Amazon. Size perfect and recommended for all time.",XL,B0BS6641GL
Good,5.0,Super...,XL,B0BS6641GL
Amazing product,5.0,Amazing product and great value for money.It's very comfortable and the fabric feels so soft. Must buy !!,M,B0BS6641GL
Very soft and comfortable. Best purchase for maternity wear.,5.0,"The media could not be loaded.
                



 Pure Cotton and comfortable for summers..Will recommend all mom to be to buy this maternity wear which is also useful for post delivery.",L,B0BS6641GL
Worth to buy,4.0,Good material. Can feed easily. One can buy it without fear,M,B08HN5Z7D1
Just as shown in the picture,4.0,Nice and soft  rayon fabric. Comfortable to wear.nice fitting,2XL,B08HN5Z7D1
Awesome purchase,5.0,"Very nice cloth, good fitting, good stitching. All Dummy shape Kurtis are awesome. Love the brand. :-) keep going 👍🏻🥰",M,B08HN5Z7D1
Really worth it,5.0,"Very good fabric, fitness is good. Fully satisfied. Go for it",L,B08HN5Z7D1
Good and comfortable product,5.0,"I like it, worth of money",M,B08HN5Z7D1
Quality is good,4.0,"In pic it shows more of an green shade but in reality it is more of yellow shade.. So there is difference in colour.. Material feels more of a cotton type.. Soft, and zip is hidden so you can use it for regular use, that's a plus.. Stitch seems not very strong.. So need to stitch once again.. Good quality..",L,B08HN5Z7D1
Value for money,5.0,Good product. Colour is little light as compared to picture. I used it during pregnancy and post delivery also. It's worth for money. Looks cute and decent.,L,B08HN5Z7D1
It's worthy for money,5.0,It's comfortable. Fits well . Colors was good. Material was soft.,3XL,B08HN5Z7D1
Nice fabric worth the money jst go fr it,4.0,,L,B08HN5Z7D1
Worth Buying,5.0,The color and the fabric looks good as expected. Comfortable to wear.,XL,B08HN5Z7D1
Excellent,5.0,Excellent,M,B08HN5Z7D1
Good product nice quality,4.0,Quality is good. I received what it was described. Cloth is very soft and nice. Liking it very much and thanks for the complementary mask in it.it is useful. Overall it is a good product.,L,B08HN5Z7D1
Didn't receive right colour.,2.0,"I ordered green colour but received in yellow colour. Material is good. Apart from the colour, I am happy with the product.",L,B08HN5Z7D1
"Cost is  little  high, but fabric is good",4.0,I like this product  and I am using for feeding  purpose.,2XL,B08HN5Z7D1
Must buy,5.0,Product quality is super,XL,B08HN5Z7D1
Dummy shape products are good,4.0,It's good to wear .cloth is also good,XL,B08HN5Z7D1
Good quality with comfortable,4.0,"It's very much comfortable, worth buying for this price and it's good quality",M,B08HN5Z7D1
Comfortable,4.0,Value for money,L,B08HN5Z7D1
Worthy,5.0,Nice suit.Skin friendly febricPerfectly fitted,XL,B08HN5Z7D1
Good kurti,4.0,Good kurti,2XL,B08HN5Z7D1
Must buy,4.0,Good qualityNice fitting,XL,B08HN5Z7D1
Nice,4.0,I like the material of the top...as expected little over priced...,XL,B08HN5Z7D1
It’s super 👌🏻,4.0,It’s a very good product cloth was really good quality....and colour also same as shown in online ..thank u amazon,2XL,B08HN5Z7D1
Comfortable,4.0,Nice product,XL,B08HN5Z7D1
"Comfortable,  soft cloth, value for money.",5.0,"Liked it very much,  cloth is good and soft,  comfortable.  Very good for lactacting moms and pregnant ladies.  Value for money.  Color is as shown in picture.  Item was as expected.",XL,B08HN5Z7D1
too nice,5.0,"i like it very much .. its very  nice and we can use as normal kurti also . cloth is very soft and thick so it can be use as a frock . very help full for new mommys, comfertable  m happy to purches this item  ☺👍",XL,B08HN5Z7D1
Good,4.0,Comfort,2XL,B08HN5Z7D1
cool and awesome,4.0,very nice,M,B08HN5Z7D1
Excellent quality and looks. Perfect fit,5.0,"Excellent product. Good quality of material, perfect fit as mentioned. And the color and looks, exactly as shown. Even the color doesnt fadeoff after a wash. Can trust this brand and product.",M,B08HN5Z7D1
Cloth quality and fitting is great,5.0,Cloth quality and fitting is great,M,B08HN5Z7D1
Ok ok.... I bought it for 900 rs which is very high price and not that much worth,3.0,Good .... but price is high900 rs,M,B08HN5Z7D1
Good,4.0,Good and i like it as aspected. Worth the money,L,B08HN5Z7D1
Good,4.0,Nice it is a nice kurti for to be a mom or new mom.,L,B08HN5Z7D1
Worth buying,4.0,"Worth buying pure cotton and fits very good, really comfortable for feeding moms",L,B08HN5Z7D1
Nice product,5.0,"The media could not be loaded.
                



 Good fabric. Recommend to buy",XL,B08HN5Z7D1
Bad product,3.0,One side chain is miss after 2-3 use,M,B08HN5Z7D1
Good,5.0,Good,M,B08HN5Z7D1
Nice,4.0,It's really nice product.. should have provided medium and small sizes as well.,L,B08HN5Z7D1
